,Date,User_ID,Tweet_ID,Location,Tweets,Favorite Count,Retweet Count,Source
0,2022-04-27,1218160232179761152,1519197372878065665,,"Focus here because the all-new #iQOOZ6Pro is #FullyLoaded in every way! With its 64MP main camera, shoot breathtaking videos &amp; capture amazing pictures in stunning detail and clarity. Watch Now  - https://t.co/09ZZX0Io4u

Know More: https://t.co/CAstL973zP

#iQOO #AmazonSpecials https://t.co/e7oimT8WrU",427,188,https://bit.ly/3ODGfM3
1,2022-04-27,1218160232179761152,1519196305255702530,,"Wanna take gaming to a new level? The new #iQOOZ6Pro5G is equipped with 4D Game Vibration with Linear Motor. Guess it's going to be GG, every game! Watch Now  - https://t.co/09ZZX0Io4u
Know More: https://t.co/CAstL973zP

#iQOO #AmazonSpecials https://t.co/uT1hvF9VPm",400,182,https://bit.ly/3ODGfM3
2,2022-04-27,1218160232179761152,1519197100676108288,,"Fast? No. Quick? No. Flash? Yesssss. The all-new #iQOOZ6Pro5G comes with 66W FlashCharge that charges 50% battery in just 18  mins. Pretty cool right? Watch Now  - https://t.co/09ZZX0Io4u
Know More: https://t.co/CAstL973zP

#iQOO #AmazonSpecials https://t.co/meBm3sdosz",427,193,https://bit.ly/3ODGfM3
3,2022-04-27,1206541010408333313,1519466367606472706,Gotham City,"RT @WomenRockNews: There is a potential heroine in every woman! ✨🔥

For more inspiration, check out DARING DAZZLING DIVINE at https://t.co/…",0,1,
4,2022-04-27,1583540172,1519466360014786560,Long Island NY,RT @JHalpernESP: 4 murders in 6 months by a sexually deviant serial killer. Police call a shy P.I. Her methods are a dark surprise. https:/…,0,112,
5,2022-04-27,184517281,1519466282856427526,New York Metropolitan Area,“Moral character is the DNA of success and happiness.” ~ Frank Sonnenberg https://t.co/h3J2B9gd7O #BookSmart,0,0,http://amzn.to/2fWDbOY
6,2022-04-27,1155814448063553537,1519466273280778241,"Curitiba, Brasil",Aspirador Xiaomi Mi Robot Vacuum Cleaner https://t.co/ZbSRF2LEDa via @amazon,0,0,https://amzn.to/3OFxaCx
7,2022-04-27,2155339694,1519466271108222976,The Space Coast of Florida,"Understanding how the real world works is a skill that needs to be learned in order to become a strong, well-functioning member of society. https://t.co/R1ZY8nHNsa #BaileeWalker #SelfHelp https://t.co/EaIkMmcpqC",0,0,https://amzn.to/3pNcXQG
8,2022-04-27,80181569,1519466267798814720,Colorado,"BE MINE THIS CHRISTMAS NIGHT is dramatic and full of the love of the season! Amazon: https://t.co/URYCAlbfSw
#Colorado https://t.co/kExRgNppVp",1,0,https://amzn.to/3nddJFH
9,2022-04-27,2237005158,1519466249213861889,Canada,"RT @ethan_koil: @GoOnwithGuido Hi – just followed you!
#follobackforfolloback #writerslift #writingcommunity #horrorcommunity
https://t.co/…",0,1,
10,2022-04-27,85741735,1519466238484828164,,"@_tylachanell We're sorry you haven't received your item as expected! Can you confirm the carrier that's assigned to deliver this package (Amazon, UPS, etc.)? You can find that information by clicking ""Track Package"" at the following link: https://t.co/Y5jpI9gRhE. -Sharon",0,1,http://amzn.to/NAYourOrders
11,2022-04-27,1196118601415053314,1519466221296820224,India,"Wahl Cordless 3 in 1 Trimmer at Rs 499.

https://t.co/LMEmZsxhtp",2,0,https://amzn.to/3knew4B
12,2022-04-27,2360121187,1519466180880343042,promo@fatkiddeals.com,"HUGE Sale Amazon 4K Fire TVs!
 
50"" - $319 (retail $470) https://t.co/Z6m48EqMR9
 
55"" - $349 (retail $520) https://t.co/TxpLCGh1Kz
 
65"" Omni Series - $499 (retail $830) https://t.co/Of0oh5jRUi  
    
CHEAPER THAN BLACK FRIDAY!! https://t.co/uo6GYA6dhh",1,0,https://fkdeals.app/?l=https://amzn.to/3wjpg98
13,2022-04-27,2203666639,1519466176870559744,"Leesburg, FL",RT @LBGriffinAuthor: 9th May worldwide release date The Twenty-One-Year Contract pre-orders available on Amazon now! https://t.co/2OeZgfNF4…,0,43,
14,2022-04-27,2424369103,1519466171409608706,,"Cryptozoic Entertainment Rick and Morty Anatomy Park 

33% off

#ad https://t.co/0xFYkGwoiy
TGDrepost https://t.co/q9DmbJIxTx",0,0,https://amzn.to/3F6Mc01
15,2022-04-27,1267595557578686465,1519466149997654017,,"RT @Eleven_Films: NEW ELEVEN FILMS

What Don Winslow has done for the movement is incredible! 

Here is a very simple and easy way to say t…",0,1286,
16,2022-04-27,408523455,1519466148408045571,"Sevierville, TN","Star-crossed lovers who are given a second chance...

Falling in Eden by Willow Aster is releasing May 17, 2022!

Amazon: https://t.co/6iTZA3fzne
Apple Books: https://t.co/sEhiVUpjMn
Nook: https://t.co/Q5Dt3AqWJ8
Kobo: https://t.co/IfUl5bF3LR
@valentine_pr_ https://t.co/Orq0TwEEt4",0,0,https://amzn.to/3qb6kaZ
17,2022-04-27,4039574795,1519466145400692738,,"RT @ClarkeAward: THE CITY &amp; THE CITY by China Miéville, winner of the Arthur C. Clarke Award 2010 https://t.co/uGHks16blJ

#clarkeaward #sc…",0,10,https://amzn.to/318IvTM
18,2022-04-27,2632797234,1519466128673996806,,"RT @Funny_dogsp: Gumby Dog Toy, $2.79!!

https://t.co/1el4L6PNqe https://t.co/eKwKC6bD7z",0,2,https://amzn.to/3vOI3ti
19,2022-04-27,1142957601111457792,1519466124978524161,,"All Gone by S. K. White. EXCERPT: “Did you see what happened?”
The young man gazed up. “My wife and two sons disappeared. I was holding my son.” 
https://t.co/Q2xuVBmW9A
https://t.co/QrV3i1zSyG 
#scifimystery #scifiromance #scifibooks #scififantasy #romanticsuspense #suspense https://t.co/c5ctGTh2oC",10,10,https://amzn.to/3DWgtwS?fbclid=IwAR1eP_nmmMZ8sP4lOJMlpi-0SnaOh1vXZFcsuWYM7fOBoX2XCJdYFteF-cU
20,2022-04-27,804666731994218496,1519466100014161922,United States,"RT @AlexaSommers: #WritingCommunity

For most people, fantasies remain unfulfilled.

When the opportunity to train with one of his idols tu…",0,4,
21,2022-04-27,744192938071187457,1519466078149222401,,"RT @HLfavorito1: 'The book’s premise is intriguing, and the story offers some rewards.' -Blue Ink Reviews-

IN THE BEGINNING: The Early Day…",0,21,
